sheet,row,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
API 용도·화면·위젯 맵,29,calendar,DELETE,/api/calendar/google/connection,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 /app/calendar에서 실제 API 액션으로 사용. 실계정 OAuth 왕복은 후속 검증.,,
API 용도·화면·위젯 맵,30,calendar,GET,/api/calendar/google/connection,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 /app/calendar에서 실제 API 액션으로 사용. 실계정 OAuth 왕복은 후속 검증.,,
API 용도·화면·위젯 맵,31,calendar,POST,/api/calendar/push-unsynced,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 /app/calendar에서 실제 API 액션으로 사용. 실계정 OAuth 왕복은 후속 검증.,,
API 용도·화면·위젯 맵,32,calendar,POST,/api/calendar/sync,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 /app/calendar에서 실제 API 액션으로 사용. 실계정 OAuth 왕복은 후속 검증.,,
API 용도·화면·위젯 맵,33,chat,POST,/api/chat/direct-rooms,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,34,chat,POST,/api/chat/group-rooms,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,35,chat,GET,/api/chat/rooms,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,36,chat,GET,/api/chat/rooms/{chatRoomId}/messages,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,37,chat,POST,/api/chat/rooms/{chatRoomId}/messages,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,38,chat,PATCH,/api/chat/rooms/{chatRoomId}/read,"1:1/그룹/프로젝트룸 대화방, 메시지, 읽음 처리",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,39,daily-summaries,GET,/api/daily-summaries,하루정리 생성 결과 조회와 승인/수정,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",agentApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,40,daily-summaries,PATCH,/api/daily-summaries/{summaryId},하루정리 생성 결과 조회와 승인/수정,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",agentApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,41,dashboard,GET,/api/dashboard/tasks,개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",dashboardApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,42,dashboard,GET,/api/dashboard/work,개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",dashboardApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,43,friend-requests,GET,/api/friend-requests,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,44,friend-requests,POST,/api/friend-requests,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,45,friend-requests,PATCH,/api/friend-requests/{id}/accept,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,46,friend-requests,PATCH,/api/friend-requests/{id}/reject,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,47,friends,GET,/api/friends,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,48,friends,GET,/api/friends/search,"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,49,friends,DELETE,/api/friends/{friendUserId},"친구 목록, Bubli ID 검색, 친구 요청 수락/거절",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",friendApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,50,generated-documents,GET,/api/generated-documents,에이전트 문서 초안 조회와 Markdown export,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",agentApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,51,generated-documents,GET,/api/generated-documents/{documentId},에이전트 문서 초안 조회와 Markdown export,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",agentApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,52,generated-documents,GET,/api/generated-documents/{documentId}/export,에이전트 문서 초안 조회와 Markdown export,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",agentApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,53,invitations,PATCH,/api/invitations/{invitationId}/accept,"친구 기반 프로젝트룸 초대 생성, 조회, 수락/취소",기타,후속 화면,projectRoomApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,54,invitations,PATCH,/api/invitations/{invitationId}/cancel,"친구 기반 프로젝트룸 초대 생성, 조회, 수락/취소",기타,후속 화면,projectRoomApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,55,invite-links,GET,/api/invite-links/{token},링크 초대 추가구현. 현재 기획에서는 우선 사용하지 않음,기타,후속 화면,-,기획상보류,백엔드 구현,현재 v15는 accepted-friend 초대 우선. 링크 초대는 사용하지 않음,,
API 용도·화면·위젯 맵,56,invite-links,PATCH,/api/invite-links/{token}/accept,링크 초대 추가구현. 현재 기획에서는 우선 사용하지 않음,기타,후속 화면,-,기획상보류,백엔드 구현,현재 v15는 accepted-friend 초대 우선. 링크 초대는 사용하지 않음,,
API 용도·화면·위젯 맵,57,local-file-events,POST,/api/local-file-events/sync,Tauri 로컬 폴더에서 승인한 파일 이벤트 서버 동기화,일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",managedFolderApi + Tauri local clients,API어댑터,백엔드 구현,Tauri 로컬 폴더 승인 이벤트만 서버로 동기화. 로컬 파일 탐색은 IPC 책임,,
API 용도·화면·위젯 맵,58,me,DELETE,/api/me,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,59,me,GET,/api/me,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,60,me,PATCH,/api/me,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,61,me,GET,/api/me/notification-preferences,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,62,me,PATCH,/api/me/notification-preferences,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,63,me,GET,/api/me/preferences,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,64,me,PATCH,/api/me/preferences,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,65,me,GET,/api/me/privacy-consents,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,66,me,PATCH,/api/me/privacy-consents,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,67,me,GET,/api/me/project-rooms,"현재 사용자 프로필, 환경설정, 알림/동의 설정",로그인 사용자/상단바/설정,"/login, /auth/callback, /app 상단바, /app/settings",authApi/settingsApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,68,memos,GET,/api/memos,개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,-,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,69,memos,POST,/api/memos,개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,-,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,70,memos,DELETE,/api/memos/{memoId},개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,-,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,71,memos,PATCH,/api/memos/{memoId},개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,-,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,72,notifications,GET,/api/notifications,"알림 조회, 읽음, 보관",공통 설정/알림,"/app/settings, 상단바, 알림 버블",notificationApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,73,notifications,PATCH,/api/notifications/{id}/archive,"알림 조회, 읽음, 보관",공통 설정/알림,"/app/settings, 상단바, 알림 버블",notificationApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,74,notifications,PATCH,/api/notifications/{id}/read,"알림 조회, 읽음, 보관",공통 설정/알림,"/app/settings, 상단바, 알림 버블",notificationApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,75,project-rooms,GET,/api/project-rooms,"프로젝트룸 목록, 생성, 상세, 수정, 종료",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,76,project-rooms,POST,/api/project-rooms,"프로젝트룸 목록, 생성, 상세, 수정, 종료",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,77,project-rooms,DELETE,/api/project-rooms/{roomId},"프로젝트룸 목록, 생성, 상세, 수정, 종료",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,78,project-rooms,GET,/api/project-rooms/{roomId},"프로젝트룸 목록, 생성, 상세, 수정, 종료",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,79,project-rooms,PATCH,/api/project-rooms/{roomId},"프로젝트룸 목록, 생성, 상세, 수정, 종료",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,80,project-rooms/agent,POST,/api/project-rooms/{roomId}/agent/commands,"에이전트 작업 생성, 후보 조회/검토, 확인 항목/확정 요구사항/계약참조",에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,81,project-rooms/agent,GET,/api/project-rooms/{roomId}/agent/confirmation-items,"에이전트 작업 생성, 후보 조회/검토, 확인 항목/확정 요구사항/계약참조",에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,82,project-rooms/agent,GET,/api/project-rooms/{roomId}/agent/confirmed-requirements,"에이전트 작업 생성, 후보 조회/검토, 확인 항목/확정 요구사항/계약참조",에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,83,project-rooms/agent,GET,/api/project-rooms/{roomId}/agent/contract-references,"에이전트 작업 생성, 후보 조회/검토, 확인 항목/확정 요구사항/계약참조",에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,84,project-rooms/agent,GET,/api/project-rooms/{roomId}/agent/suggestions,"에이전트 작업 생성, 후보 조회/검토, 확인 항목/확정 요구사항/계약참조",에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,85,project-rooms/ai-documents,GET,/api/project-rooms/{roomId}/ai-documents,백엔드 API,프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,86,project-rooms/contract-documents,POST,/api/project-rooms/{roomId}/contract-documents,백엔드 API,프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,87,project-rooms/events,GET,/api/project-rooms/{roomId}/events,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,88,project-rooms/generated-documents,GET,/api/project-rooms/{roomId}/generated-documents,에이전트 문서 초안 조회와 Markdown export,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,89,project-rooms/invitations,GET,/api/project-rooms/{roomId}/invitations,"친구 기반 프로젝트룸 초대 생성, 조회, 수락/취소",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,90,project-rooms/invitations,POST,/api/project-rooms/{roomId}/invitations,"친구 기반 프로젝트룸 초대 생성, 조회, 수락/취소",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,91,project-rooms/invite-links,POST,/api/project-rooms/{roomId}/invite-links,링크 초대 추가구현. 현재 기획에서는 우선 사용하지 않음,프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,기획상보류,백엔드 구현,현재 v15는 accepted-friend 초대 우선. 링크 초대는 사용하지 않음,,
API 용도·화면·위젯 맵,92,project-rooms/members,GET,/api/project-rooms/{roomId}/members,"프로젝트룸 멤버 조회, 역할 변경, 내보내기",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,93,project-rooms/members,DELETE,/api/project-rooms/{roomId}/members/{userId},"프로젝트룸 멤버 조회, 역할 변경, 내보내기",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,94,project-rooms/members,PATCH,/api/project-rooms/{roomId}/members/{userId},"프로젝트룸 멤버 조회, 역할 변경, 내보내기",프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,95,project-rooms/memory-summaries,GET,/api/project-rooms/{roomId}/memory-summaries,프로젝트룸 대화 장기기억 요약 생성/조회,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,96,project-rooms/memory-summaries,POST,/api/project-rooms/{roomId}/memory-summaries,프로젝트룸 대화 장기기억 요약 생성/조회,에이전트 후보/생성문서/장기기억,"/app/agent, /app/project-rooms/{roomId}, 에이전트 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,97,project-rooms/memos,GET,/api/project-rooms/{roomId}/memos,개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,98,project-rooms/memos,POST,/api/project-rooms/{roomId}/memos,개인/룸 메모 CRUD 추가구현,메모,후속 메모 화면/메모 버블 후보,projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,미연결,백엔드 구현,프론트 화면/어댑터 미연결,,
API 용도·화면·위젯 맵,99,project-rooms/payment,PATCH,/api/project-rooms/{roomId}/payment,백엔드 API,프로젝트룸 관리,"/app/project-rooms, /app/project-rooms/{roomId}, AppShell 프로젝트룸 선택",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,100,project-rooms/resources,GET,/api/project-rooms/{roomId}/resources,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,101,project-rooms/tasks,GET,/api/project-rooms/{roomId}/tasks,개인/룸 할 일과 대시보드 업무 요약,기타,후속 화면,projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,102,project-rooms/tasks,POST,/api/project-rooms/{roomId}/tasks,개인/룸 할 일과 대시보드 업무 요약,기타,후속 화면,projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,103,project-rooms/wbs-board,GET,/api/project-rooms/{roomId}/wbs-board,"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,작업판 WBS 줄 목록과 칸반 전환에서 실제 API 우선 사용. 2026-07-01 로컬 백엔드 데이터로 화면 검증 완료,"작업판 WBS 줄 목록, 하위 색 라인, 월/주/일 기간 보기, 칸반 전환에서 실제 API 우선 사용. dueAt 기준 기간 표시는 Google Calendar 연동 기준과 맞춤.",
API 용도·화면·위젯 맵,104,project-rooms/wbs-items,GET,/api/project-rooms/{roomId}/wbs-items,"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,105,project-rooms/wbs-items,POST,/api/project-rooms/{roomId}/wbs-items,"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,106,project-rooms/wbs-items,PATCH,/api/project-rooms/{roomId}/wbs-items/reorder,"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",projectRoomApi/resourcesApi/agentApi/calendarApi/wbsApi/chatApi,화면연결,백엔드 구현,WBS 줄 순서 변경 UI 유지. 같은 단계 재정렬 API 연결 상태로 검증,,
API 용도·화면·위젯 맵,107,resource-comments,DELETE,/api/resource-comments/{commentId},"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,108,resource-comments,PATCH,/api/resource-comments/{commentId},"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,109,resources,GET,/api/resources,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
